               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 144,            0.020632,            0.015549,          0.00077189,             0.95379,             0.93779,             0.97423,              0.6875,            0.018865,            0.012986,          0.00013614,           0.0026864,           0.0026864,           0.0026864
                 145,            0.020577,            0.015479,          0.00089721,             0.94036,             0.94126,             0.97599,              0.6887,            0.018729,            0.013063,          0.00014064,           0.0026316,           0.0026316,           0.0026316
                 146,            0.020765,            0.015432,           0.0006763,             0.97116,             0.89472,             0.97216,             0.69837,            0.018039,            0.013087,          0.00014324,           0.0025775,           0.0025775,           0.0025775
                 147,            0.020489,            0.015296,          0.00078712,             0.96021,             0.90257,             0.97033,             0.68457,            0.018505,            0.013346,          0.00011389,           0.0025241,           0.0025241,           0.0025241
                 148,            0.020691,            0.015191,          0.00087087,             0.95386,             0.90587,             0.97298,             0.68569,            0.018244,            0.013239,          0.00013338,           0.0024714,           0.0024714,           0.0024714
                 149,            0.020649,            0.015514,          0.00070022,             0.94331,             0.91703,             0.96899,             0.67977,            0.018512,            0.013063,          0.00011386,           0.0024195,           0.0024195,           0.0024195
                 150,            0.020325,            0.015102,          0.00083574,             0.90277,             0.92621,             0.96678,              0.6799,             0.01849,            0.013045,          9.9232e-05,           0.0023684,           0.0023684,           0.0023684
                 151,            0.020085,            0.014718,          0.00068713,             0.91281,             0.94469,             0.96831,             0.69005,             0.01848,            0.012866,          0.00013024,            0.002318,            0.002318,            0.002318
                 152,            0.020178,             0.01503,          0.00065841,              0.9274,             0.91466,             0.96368,             0.68709,            0.018221,            0.012917,          0.00010359,           0.0022684,           0.0022684,           0.0022684
                 153,            0.020244,            0.014767,           0.0009038,             0.92109,             0.92654,             0.97253,             0.68425,            0.018294,            0.013089,          9.9947e-05,           0.0022196,           0.0022196,           0.0022196
                 154,            0.019922,            0.014798,           0.0005985,             0.95472,             0.89856,             0.97715,              0.6912,            0.018036,            0.012663,          0.00012563,           0.0021717,           0.0021717,           0.0021717
                 155,            0.019751,            0.014899,          0.00068519,             0.99019,             0.86371,             0.96993,              0.6975,            0.018019,            0.012807,          0.00010609,           0.0021245,           0.0021245,           0.0021245
                 156,            0.020274,            0.014907,          0.00092084,             0.95648,              0.9251,             0.97477,             0.70153,            0.017793,            0.012717,          8.8732e-05,           0.0020782,           0.0020782,           0.0020782
                 157,            0.019917,            0.015091,          0.00070202,             0.96815,              0.9005,             0.97109,             0.68155,            0.017968,            0.012896,          0.00013565,           0.0020327,           0.0020327,           0.0020327
                 158,            0.019665,            0.014684,          0.00075892,             0.95884,             0.89271,             0.97555,             0.67981,            0.017897,            0.012752,          0.00012029,           0.0019881,           0.0019881,           0.0019881
                 159,            0.019428,            0.014693,          0.00078427,             0.97258,             0.90272,             0.97719,             0.68573,            0.017896,            0.012771,          9.5881e-05,           0.0019443,           0.0019443,           0.0019443
                 160,            0.019352,            0.014286,          0.00061251,             0.93254,             0.94141,             0.97762,             0.68943,             0.01783,             0.01267,          9.2932e-05,           0.0019014,           0.0019014,           0.0019014
                 161,            0.019218,            0.014278,          0.00062698,             0.96822,             0.89856,             0.97738,             0.69657,            0.017685,            0.012569,          0.00012611,           0.0018594,           0.0018594,           0.0018594
                 162,            0.019525,            0.014197,          0.00087481,             0.94123,             0.93455,             0.97857,             0.71615,            0.017673,            0.012696,          0.00010383,           0.0018183,           0.0018183,           0.0018183
                 163,            0.019582,             0.01462,          0.00058168,             0.98716,             0.89496,              0.9778,             0.70739,            0.017916,            0.012776,          0.00012425,           0.0017781,           0.0017781,           0.0017781
                 164,            0.019408,            0.014411,          0.00073409,             0.96179,             0.92523,             0.97589,             0.71027,            0.017654,            0.012613,          0.00012835,           0.0017389,           0.0017389,           0.0017389
                 165,            0.018882,            0.014524,           0.0006437,             0.96735,             0.91761,             0.97573,             0.70505,            0.017743,            0.012489,          9.6411e-05,           0.0017005,           0.0017005,           0.0017005
                 166,            0.019151,             0.01453,          0.00067117,             0.97017,             0.91437,             0.97394,             0.71252,            0.017732,            0.012473,           8.899e-05,           0.0016631,           0.0016631,           0.0016631
                 167,            0.019037,             0.01407,          0.00058359,             0.96691,             0.90807,              0.9751,             0.72022,            0.017826,            0.012385,          8.4904e-05,           0.0016267,           0.0016267,           0.0016267
                 168,            0.018969,            0.014115,          0.00046941,             0.95784,              0.9151,             0.97492,             0.71714,            0.017828,            0.012368,           8.182e-05,           0.0015912,           0.0015912,           0.0015912
                 169,            0.018881,             0.01411,          0.00067347,             0.96407,             0.92382,             0.97397,             0.71157,            0.017332,            0.012308,          8.2159e-05,           0.0015566,           0.0015566,           0.0015566
                 170,            0.018965,            0.013637,          0.00054025,             0.96023,             0.94031,             0.97921,             0.70564,            0.017418,            0.012442,          8.3883e-05,           0.0015231,           0.0015231,           0.0015231
                 171,            0.018941,            0.013841,          0.00072495,             0.96804,             0.92244,             0.97932,             0.71023,            0.017427,            0.012509,          8.2942e-05,           0.0014905,           0.0014905,           0.0014905
                 172,            0.018797,            0.013944,          0.00072095,             0.89866,             0.97126,              0.9791,             0.70336,            0.017497,            0.012476,          7.9761e-05,           0.0014589,           0.0014589,           0.0014589
                 173,            0.018894,            0.013829,          0.00058913,             0.93944,             0.93151,             0.98047,             0.70572,            0.017456,            0.012347,          8.1683e-05,           0.0014283,           0.0014283,           0.0014283
                 174,            0.019118,            0.013836,          0.00062662,              0.9643,             0.90251,             0.97124,             0.70745,            0.017418,            0.012359,          8.4597e-05,           0.0013987,           0.0013987,           0.0013987
                 175,            0.018451,             0.01393,          0.00054358,             0.96547,              0.9213,             0.98055,             0.70915,            0.017347,            0.012346,           8.161e-05,           0.0013701,           0.0013701,           0.0013701
                 176,            0.018459,            0.013719,          0.00072555,             0.96242,             0.93972,             0.97885,             0.71306,            0.017224,            0.012296,          8.1335e-05,           0.0013425,           0.0013425,           0.0013425
                 177,             0.01806,            0.013669,           0.0006153,             0.92644,             0.95264,             0.97913,             0.72134,            0.017151,            0.012209,           7.722e-05,            0.001316,            0.001316,            0.001316
                 178,            0.017717,            0.013543,          0.00043387,             0.94905,             0.94323,             0.98027,             0.72005,            0.017148,            0.012301,          8.7224e-05,           0.0012905,           0.0012905,           0.0012905
                 179,             0.01765,            0.013382,          0.00051237,             0.94856,             0.95169,             0.98425,             0.71153,            0.017269,            0.012349,          8.8535e-05,            0.001266,            0.001266,            0.001266
                 180,            0.018086,            0.013474,          0.00047241,             0.94065,             0.95231,             0.98077,             0.71344,            0.017114,            0.012382,          0.00010326,           0.0012426,           0.0012426,           0.0012426
                 181,            0.017951,            0.013474,          0.00039544,             0.97529,             0.94322,             0.98315,             0.71023,            0.017039,            0.012268,          8.1021e-05,           0.0012202,           0.0012202,           0.0012202
                 182,            0.017872,            0.012972,          0.00048122,             0.97521,             0.93776,             0.98285,             0.72008,            0.016984,            0.012265,          6.9382e-05,           0.0011989,           0.0011989,           0.0011989
                 183,            0.017785,            0.013332,          0.00052141,             0.97726,             0.92998,             0.98156,              0.7117,            0.017016,            0.012182,           7.532e-05,           0.0011787,           0.0011787,           0.0011787
                 184,            0.017672,            0.013357,          0.00056738,             0.96095,             0.94318,              0.9809,             0.71748,            0.017066,            0.012198,          8.6994e-05,           0.0011595,           0.0011595,           0.0011595
                 185,            0.017782,            0.013336,          0.00040173,             0.95564,              0.9302,             0.98059,             0.70902,            0.017111,             0.01214,          9.0036e-05,           0.0011414,           0.0011414,           0.0011414
                 186,            0.018004,            0.013386,          0.00063867,             0.94377,             0.94211,             0.98307,             0.71847,            0.017014,             0.01202,          7.7453e-05,           0.0011243,           0.0011243,           0.0011243
                 187,            0.017591,             0.01314,          0.00043745,             0.96237,             0.93002,             0.98067,             0.71103,            0.016831,            0.011928,          8.6428e-05,           0.0011084,           0.0011084,           0.0011084
                 188,            0.017744,            0.013175,          0.00052468,             0.91903,             0.96851,             0.98313,             0.71518,              0.0168,            0.011882,          8.4899e-05,           0.0010935,           0.0010935,           0.0010935
                 189,            0.017835,            0.013097,          0.00055954,             0.95887,             0.92234,             0.98001,             0.71681,            0.016757,            0.011916,          0.00015215,           0.0010797,           0.0010797,           0.0010797
                 190,            0.017849,            0.013266,           0.0004043,             0.97069,             0.93257,             0.98343,             0.71211,            0.016654,            0.011936,          0.00010963,            0.001067,            0.001067,            0.001067
                 191,            0.017481,            0.012972,          0.00039439,             0.96919,             0.92385,             0.98165,             0.72135,            0.016648,            0.011893,          0.00011507,           0.0010554,           0.0010554,           0.0010554
                 192,            0.017653,             0.01343,          0.00047561,             0.96865,             0.92967,             0.98238,             0.72383,            0.016675,            0.011957,          0.00010907,           0.0010449,           0.0010449,           0.0010449
                 193,            0.017554,            0.013096,          0.00044459,             0.97016,             0.91757,             0.98178,             0.71729,            0.016705,            0.012004,          0.00010517,           0.0010355,           0.0010355,           0.0010355
                 194,            0.017367,            0.013007,          0.00035808,             0.96507,             0.93027,             0.97958,             0.72195,            0.016806,            0.011937,           9.369e-05,           0.0010272,           0.0010272,           0.0010272
                 195,            0.017359,            0.013012,          0.00042444,              0.9708,             0.92821,             0.98005,             0.71691,            0.016674,              0.0119,          8.7189e-05,             0.00102,             0.00102,             0.00102
                 196,            0.017286,            0.012903,          0.00053987,             0.97347,             0.92473,             0.97986,             0.72207,            0.016803,            0.011934,          8.0959e-05,           0.0010139,           0.0010139,           0.0010139
                 197,            0.017425,            0.013116,            0.000636,             0.95754,             0.93576,               0.979,             0.71724,            0.016858,            0.011915,          8.0164e-05,           0.0010089,           0.0010089,           0.0010089
                 198,            0.017371,            0.012803,          0.00059964,             0.96106,             0.92528,             0.97697,             0.71599,            0.016832,            0.011866,          9.3427e-05,            0.001005,            0.001005,            0.001005
                 199,            0.017149,            0.012575,           0.0004601,             0.96104,             0.92563,             0.97692,             0.71701,            0.016743,            0.011809,          0.00011138,           0.0010022,           0.0010022,           0.0010022
