               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.010006,           0.0032554,          9.7528e-05,              0.9661,             0.97324,             0.98577,             0.77942,            0.012366,           0.0032903,          0.00013333,            0.002318,            0.002318,            0.002318
                 152,           0.0099463,           0.0032483,          9.2597e-05,             0.97009,             0.97325,             0.98591,             0.77307,            0.012377,           0.0032969,          0.00013586,           0.0022684,           0.0022684,           0.0022684
                 153,            0.010087,           0.0032845,          0.00018834,             0.96488,             0.97324,             0.98459,             0.76933,            0.012289,           0.0032981,          0.00017792,           0.0022196,           0.0022196,           0.0022196
                 154,           0.0099416,            0.003251,          0.00012662,             0.96479,             0.97322,             0.98401,             0.77634,            0.012225,           0.0032321,          0.00021294,           0.0021717,           0.0021717,           0.0021717
                 155,           0.0099864,           0.0031772,          0.00010066,             0.95474,             0.97495,             0.98478,             0.78093,            0.012151,            0.003231,          0.00016072,           0.0021245,           0.0021245,           0.0021245
                 156,           0.0098105,           0.0032046,          0.00013105,             0.96595,             0.97435,             0.98498,             0.77875,            0.012245,           0.0032396,          0.00018543,           0.0020782,           0.0020782,           0.0020782
                 157,           0.0098445,           0.0031979,          9.9008e-05,             0.95473,             0.97487,             0.98396,             0.77183,            0.012226,           0.0032677,          0.00017902,           0.0020327,           0.0020327,           0.0020327
                 158,           0.0098103,           0.0031609,          0.00011719,              0.9685,             0.97474,             0.98211,             0.77635,            0.012202,           0.0032585,           0.0001988,           0.0019881,           0.0019881,           0.0019881
                 159,           0.0097648,           0.0030863,          9.8109e-05,              0.9642,              0.9762,             0.98231,             0.78159,            0.012108,           0.0032362,          0.00021636,           0.0019443,           0.0019443,           0.0019443
                 160,           0.0096277,           0.0031779,          0.00010122,             0.96267,              0.9762,             0.98302,             0.78459,            0.012075,            0.003244,          0.00019712,           0.0019014,           0.0019014,           0.0019014
                 161,           0.0096606,            0.003209,          0.00013454,             0.96364,             0.97474,             0.98496,             0.78225,            0.012081,           0.0032346,          0.00017592,           0.0018594,           0.0018594,           0.0018594
                 162,           0.0096119,           0.0031234,          0.00016699,             0.96552,             0.97474,             0.98284,              0.7827,            0.012131,           0.0032378,          0.00021897,           0.0018183,           0.0018183,           0.0018183
                 163,           0.0095075,           0.0030356,          8.6992e-05,             0.96897,             0.97326,             0.98469,             0.79077,             0.01211,           0.0032449,          0.00018891,           0.0017781,           0.0017781,           0.0017781
                 164,           0.0095381,           0.0031431,          0.00010907,             0.96821,             0.97322,             0.98513,             0.77949,            0.012101,           0.0032374,           0.0002009,           0.0017389,           0.0017389,           0.0017389
                 165,           0.0093969,           0.0031243,          8.2664e-05,              0.9668,             0.97181,             0.98396,             0.78185,            0.012064,           0.0032701,          0.00021819,           0.0017005,           0.0017005,           0.0017005
                 166,           0.0094579,           0.0031565,          9.1832e-05,             0.96723,             0.97219,             0.98441,             0.78069,            0.012102,           0.0032779,          0.00020981,           0.0016631,           0.0016631,           0.0016631
                 167,           0.0096061,           0.0031324,          0.00010266,             0.96619,             0.97324,             0.98525,             0.78422,            0.012108,           0.0032478,          0.00021391,           0.0016267,           0.0016267,           0.0016267
                 168,           0.0094768,            0.003077,           0.0001128,             0.96718,             0.97178,             0.98606,             0.78501,            0.012029,           0.0032437,          0.00020755,           0.0015912,           0.0015912,           0.0015912
                 169,           0.0094428,           0.0031507,          7.4627e-05,             0.96862,             0.97036,             0.98601,             0.78798,            0.012036,           0.0032393,          0.00020229,           0.0015566,           0.0015566,           0.0015566
                 170,           0.0094136,           0.0030447,          0.00010549,             0.96876,              0.9712,             0.98566,              0.7884,            0.012051,           0.0032305,          0.00020271,           0.0015231,           0.0015231,           0.0015231
                 171,           0.0094017,            0.003086,          9.0942e-05,             0.97083,             0.96882,             0.98439,             0.78546,            0.012045,            0.003248,          0.00020208,           0.0014905,           0.0014905,           0.0014905
                 172,           0.0093938,           0.0031289,          0.00010826,             0.97127,             0.96742,             0.98545,             0.78236,            0.012009,           0.0032502,          0.00018993,           0.0014589,           0.0014589,           0.0014589
                 173,           0.0094528,           0.0030643,          8.3273e-05,             0.97003,             0.97032,             0.98523,             0.78598,            0.011944,           0.0032439,          0.00018049,           0.0014283,           0.0014283,           0.0014283
                 174,           0.0091455,           0.0030599,          6.1427e-05,             0.96891,             0.97036,             0.98522,             0.78537,            0.011916,           0.0032446,           0.0001938,           0.0013987,           0.0013987,           0.0013987
                 175,           0.0092318,           0.0030587,          8.5396e-05,             0.97165,             0.96889,             0.98595,             0.78872,            0.011942,           0.0032409,           0.0001871,           0.0013701,           0.0013701,           0.0013701
                 176,           0.0093209,           0.0030636,          9.4089e-05,             0.96972,             0.97031,             0.98531,             0.78559,            0.011935,           0.0032452,          0.00019746,           0.0013425,           0.0013425,           0.0013425
                 177,           0.0091333,           0.0030586,          5.9305e-05,             0.97117,             0.97036,             0.98483,             0.78589,            0.011989,           0.0032385,          0.00019634,            0.001316,            0.001316,            0.001316
                 178,           0.0093087,            0.003077,          5.9678e-05,             0.96988,             0.97036,             0.98457,             0.78834,            0.011978,           0.0032278,          0.00019831,           0.0012905,           0.0012905,           0.0012905
                 179,           0.0092065,           0.0029931,          8.9885e-05,             0.97122,             0.97031,             0.98417,             0.78511,            0.011924,           0.0032263,          0.00019905,            0.001266,            0.001266,            0.001266
                 180,           0.0091575,           0.0030533,          0.00012652,             0.97085,             0.97035,             0.98509,             0.79141,            0.011869,           0.0032516,          0.00020455,           0.0012426,           0.0012426,           0.0012426
                 181,           0.0091179,           0.0030507,          0.00013406,              0.9717,             0.97036,             0.98573,             0.78754,            0.011859,           0.0032556,          0.00021261,           0.0012202,           0.0012202,           0.0012202
                 182,           0.0089869,           0.0030021,            7.15e-05,             0.97283,             0.97036,             0.98627,             0.79266,            0.011818,           0.0032609,          0.00018595,           0.0011989,           0.0011989,           0.0011989
                 183,           0.0091229,           0.0030483,          0.00010558,             0.97115,             0.96889,              0.9868,             0.79265,            0.011867,           0.0032597,          0.00017482,           0.0011787,           0.0011787,           0.0011787
                 184,           0.0091262,           0.0030257,          5.5389e-05,             0.96876,             0.96886,             0.98673,             0.79155,            0.011953,           0.0032491,          0.00016486,           0.0011595,           0.0011595,           0.0011595
                 185,           0.0090443,           0.0030885,          6.9285e-05,             0.96892,             0.97035,             0.98671,             0.78854,             0.01199,           0.0032576,          0.00017683,           0.0011414,           0.0011414,           0.0011414
                 186,           0.0090243,           0.0029828,          6.5422e-05,             0.97001,             0.97182,             0.98695,              0.7926,            0.011994,           0.0032571,          0.00017913,           0.0011243,           0.0011243,           0.0011243
                 187,           0.0090801,           0.0030137,          6.3975e-05,             0.97021,             0.97179,             0.98667,             0.79288,            0.012026,           0.0032583,          0.00017971,           0.0011084,           0.0011084,           0.0011084
                 188,           0.0089905,           0.0030133,           9.205e-05,             0.96878,             0.97325,             0.98756,             0.79537,            0.012026,           0.0032522,          0.00015474,           0.0010935,           0.0010935,           0.0010935
                 189,           0.0090005,           0.0029821,          6.4713e-05,             0.96606,             0.97474,             0.98746,             0.79182,            0.012035,           0.0032532,          0.00013325,           0.0010797,           0.0010797,           0.0010797
                 190,           0.0088871,            0.002989,           6.082e-05,             0.97159,             0.96902,             0.98774,             0.78903,            0.012025,           0.0032589,          0.00014141,            0.001067,            0.001067,            0.001067
                 191,            0.008898,           0.0029625,          5.0022e-05,             0.97156,             0.97163,             0.98795,             0.78909,            0.012006,           0.0032561,          0.00014798,           0.0010554,           0.0010554,           0.0010554
                 192,           0.0090394,           0.0030258,          5.8737e-05,             0.97178,             0.97036,             0.98805,             0.79082,            0.011979,           0.0032348,          0.00015495,           0.0010449,           0.0010449,           0.0010449
                 193,            0.009023,           0.0029076,           9.081e-05,             0.97094,             0.97036,             0.98709,             0.79186,            0.011964,           0.0032276,          0.00015757,           0.0010355,           0.0010355,           0.0010355
                 194,           0.0088699,            0.002993,          4.5584e-05,             0.97172,             0.97032,             0.98713,             0.79331,             0.01194,           0.0032336,          0.00016079,           0.0010272,           0.0010272,           0.0010272
                 195,           0.0088863,           0.0028611,          0.00010058,             0.97153,             0.97034,             0.98724,             0.79294,            0.011977,           0.0032446,          0.00015083,             0.00102,             0.00102,             0.00102
                 196,           0.0088315,           0.0029925,          7.2313e-05,             0.97276,             0.97036,             0.98762,             0.79399,            0.011961,           0.0032523,           0.0001435,           0.0010139,           0.0010139,           0.0010139
                 197,           0.0088247,           0.0029637,          5.9542e-05,              0.9722,             0.97035,             0.98835,             0.79493,            0.011948,           0.0032586,          0.00012942,           0.0010089,           0.0010089,           0.0010089
                 198,           0.0089382,           0.0029552,          7.3153e-05,             0.97145,             0.97035,             0.98847,               0.794,            0.011918,           0.0032488,          0.00011951,            0.001005,            0.001005,            0.001005
                 199,           0.0088739,           0.0029147,          5.8482e-05,             0.96731,             0.97177,             0.98847,             0.79404,            0.011913,           0.0032546,          0.00012732,           0.0010022,           0.0010022,           0.0010022
